upc,name,description,department,department_number,category,manufacturer,brand,is_active,cost,price,vendor,part_num,part_num_units,part_cost,child_upc,num_units
762446787326,TIMBERWOLF LC WNTRGRN ROLL,,,,SMOKELESS TOBACCO > TIMBERWOLF > ROLL,,,,17.3200,21.99,,,,,,
073100010934,SKOAL FC WINTERGREEN CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL REGULAR > ROLL,,,,30.5200,32.25,,,,,,
073100010958,SKOAL LC WINTERGREEN CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL REGULAR > ROLL,,,,30.5200,32.25,,,,,,
073100010996,SKOAL LC STRAIGHT CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL REGULAR > ROLL,,,,30.5200,32.25,,,,,,
073100010972,SKOAL LC MINT CTN,,,,SMOKELESS TOBACCO > SKOAL > ROLL,,,,30.5200,32.25,,,,,,
073100011030,SKOAL LC CHERRY CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,32.25,,,,,,
073100031670,SKOAL X-TRA POUCH WINTERGREEN BLEND CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,29.75,,,,,,
073100031687,SKOAL X-TRA POUCH MINT BLEND CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,32.25,,,,,,
073100031700,SKOAL X-TRA LC WINTERGREEN BLEND 1.2 OZ CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,32.25,,,,,,
073100031724,SKOAL X-TRA LC MINT BLEND 1.2 OZ CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,32.25,,,,,,
073100014789,SKOAL WINTERGREEN POUCHES CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL REGULAR > ROLL,,,,30.5200,32.25,,,,,,
073100021947,HUSKY FC NATURAL 1.2 OZ CTN,,,,SMOKELESS TOBACCO > HUSKY > ROLL,,,,12.8700,13.49,,,,,,
073100030277,HUSKY LC STRGHT ROLL,,,,SMOKELESS TOBACCO > HUSKY > ROLL,,,,12.8700,13.49,,,,,,
073100021961,HUSKY LC WINTERGREEN 1.2 OZ CTN,,,,SMOKELESS TOBACCO > HUSKY > ROLL,,,,12.8700,13.49,,,,,,
073100019081,SKOAL APPLE POUCHES ROLL,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,29.75,,,,,,
073100019067,SKOAL LC PEACH CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,32.25,,,,,,
073100012853,SKOAL LC APPLE BLEND CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,32.25,,,,,,
073100011054,SKOAL LC SPEARMINT CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,29.75,,,,,,
073100001345,W.B. CUT CTN,,,,PLUG TOBACCO > CIGAR CARTONS,,,,36.8800,38.7,,,,,,
073100090899,SKOAL COOL SPEARMINT,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,29.75,,,,,,
073100014802,SKOAL LC BERRY BLEND CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,29.75,,,,,,
073100016783,SKOAL BERRY BLEND POUCHES ROLL,,,,SMOKELESS TOBACCO > SKOAL > SKOAL X-TRA,,,,30.5200,29.75,,,,,,
073100011955,SKOAL BANDIT MINT CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL BANDITS,,,,30.5200,32.99,,,,,,
073100023620,SKOAL STRAIGHT POUCH CTN,,,,SMOKELESS TOBACCO > SKOAL > ROLL,,,,30.5200,29,,,,,,
073100011948,SKOAL BANDIT WINTERGREEN CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL BANDITS,,,,30.5200,33.59,,,,,,
073100011887,RED SEAL FC WINTERGREEN CTN,,,,SMOKELESS TOBACCO > RED SEAL > ROLL,,,,24.2100,26.75,,,,,,
073100022142,SKOAL LC CITRUS BLEND 1.2 OZ CTN,,,,SMOKELESS TOBACCO > SKOAL > ROLL,,,,30.5200,29,,,,,,
073100022159,SKOAL CITRUS POUCHES,,,,SMOKELESS TOBACCO > SKOAL > ROLL,,,,30.5200,17.95,,,,,,
073100011856,SKOAL MINT POUCH CTN,,,,SMOKELESS TOBACCO > SKOAL > SKOAL REGULAR > ROLL,,,,30.5200,32.25,,,,,,
073100011849,RED SEAL LC MINT CTN,,,,SMOKELESS TOBACCO > RED SEAL > ROLL,,,,24.2100,26.75,,,,,,
073100011818,RED SEAL LC NATURAL CTN,,,,SMOKELESS TOBACCO > RED SEAL > ROLL,,,,24.2100,26.75,,,,,,
073100010668,RED SEAL FC NATURAL CTN,,,,SMOKELESS TOBACCO > RED SEAL > ROLL,,,,24.2100,26.75,,,,,,
073100010651,RED SEAL LC WINTERGREEN CTN,,,,SMOKELESS TOBACCO > RED SEAL > ROLL,,,,24.2100,26.75,,,,,,
073100011283,RED SEAL LC STRAIGHT CTN,,,,SMOKELESS TOBACCO > RED SEAL > ROLL,,,,24.2100,26.75,,,,,,
073100010897,COPENHAGEN FC ORIGINAL CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGAN REGULAR,,,,29.6700,33,,,,,,
073100025891,COPENHAGEN LC WINTERGREEN CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100014772,COPENHAGEN POUCHES CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGAN REGULAR,,,,29.6700,33,,,,,,
073100014611,COPENHAGEN LC CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGAN REGULAR,,,,29.6700,33,,,,,,
073100030550,COPENHAGEN POUCH WINTERGREEN CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100025952,COPENHAGEN LC STRAIGHT CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100029622,COPENHAGEN FINE CUT WINTERGREEN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGAN REGULAR,,,,29.6700,33,,,,,,
073100025976,COPENHAGEN EXTRA LC NATURAL CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100032837,COPENHAGEN SOUTHRN BLND LC ROLL,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGAN SOUTHEN BLEND > COPENHAGEN SOUTHERN BLEND CAN > COPENHAGEN SOUTHERN BLEND ROLL,,,,29.6700,33,,,,,,
073100030086,COPENHAGEN SMOOTH WINTERGREEN LG ROLL,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100030369,COPENHAGEN LC MINT,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100030390,COPENHAGEN MINT POUCH CTN,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100027215,COPENHAGEN WINTERGREEN PACKS,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGEN WINT / MINT > COPENHAGEN ROLL,,,,25.7200,28.5,,,,,,
073100030031,COPENHAGEN LG BLACK ROLL,,,,SMOKELESS TOBACCO > COPENHAGEN > COPENHAGAN REGULAR,,,,29.6700,33,,,,,,
073100026027,SKOAL SNUS MINT TINS 15 CT CTN,,,,SNUS > SKOAL > ROLL,,,,27.0600,30.29,,,,,,
073100026041,SKOAL SNUS SMOOTH MINT TINS 15 CT CTN,,,,SNUS > SKOAL > ROLL,,,,27.0600,30.29,,,,,,
025900491109,SANTA FE FILTERED CIGARS MILD 10/20 CTN,,,,LITTLE CIGARS > SANTA FE > CIGAR CARTONS,,,,16.8400,20.99,,,,,,
025900491000,SANTA FE FILTERED CIGARS ORIG 10/20 CTN,,,,LITTLE CIGARS > SANTA FE > CIGAR CARTONS,,,,16.8400,20.99,,,,,,
025900285937,SWISH LIL CIGAR GRAPE 10/20 CTN,,,,LITTLE CIGARS > SWISHER > CIGAR CARTONS,,,,46.0600,42.99,,,,,,
025900282714,SWISH LIL CIGAR ORIGINAL 10/20 CTN,,,,LITTLE CIGARS > SWISHER > CIGAR CARTONS,,,,46.0600,42.99,,,,,,
025900282813,SWISH LIL CIGAR MILD 10/20 CTN,,,,LITTLE CIGARS > SWISHER > CIGAR CARTONS,,,,46.0600,42.99,,,,,,
025900405595,SWISHER FILTER CIGARS SLIDE ORIG 10/16 CTN,,,,LITTLE CIGARS > SWISHER > CIGAR CARTONS,,,,25.2700,28.49,,,,,,
025900282790,SWISH LIL CIGAR MENTHOL 10/20 CTN,,,,LITTLE CIGARS > SWISHER > CIGAR CARTONS,,,,46.0600,40.99,,,,,,
025900283209,SWISH LIL CIGAR CHERRY 10/20 CTN,,,,LITTLE CIGARS > SWISHER > CIGAR CARTONS,,,,46.0600,42.99,,,,,,
025900287689,BLACKSTONE FILTERED CIGARS VANILLA 10/20 CTN,,,,LITTLE CIGARS > BLACKSTONE > CIGAR CARTONS,,,,16.8400,20.99,,,,,,
025900287627,BLACKSTONE FILTERED CIGARS CHERRY 10/20 CTN,,,,LITTLE CIGARS > BLACKSTONE > CIGAR CARTONS,,,,16.8400,20.99,,,,,,
025900301347,KING ED FILTERED CIGARS REG 10/20 CTN,,,,LITTLE CIGARS > KIND EDWARD > CIGAR CARTONS,,,,16.8400,20.99,,,,,,
